,0
0,"Faltan datos de imdb para la peli: The Heritor id_imdb: tt11443294, error de tipo: Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""#__next > main > div > section.ipc-page-background.ipc-page-background--base.sc-c41b9732-0.NeSef > section > div:nth-child(5) > section > section > div.sc-491663c0-3.bdjVSf > div.sc-3a4309f8-0.bjXIAP.sc-1f50b7c-1.bfrqUc > div > div:nth-child(1) > a > span > div > div.sc-eb51e184-0.kFvAju > div.sc-eb51e184-2.czkfBq > span.sc-eb51e184-1.cxhhrI""}
  (Session info: chrome=126.0.6478.126); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
	GetHandleVerifier [0x00007FF67DF5EEA2+31554]
	(No symbol) [0x00007FF67DED7ED9]
	(No symbol) [0x00007FF67DD9872A]
	(No symbol) [0x00007FF67DDE8434]
	(No symbol) [0x00007FF67DDE853C]
	(No symbol) [0x00007FF67DE2F6A7]
	(No symbol) [0x00007FF67DE0D06F]
	(No symbol) [0x00007FF67DE2C977]
	(No symbol) [0x00007FF67DE0CDD3]
	(No symbol) [0x00007FF67DDDA33B]
	(No symbol) [0x00007FF67DDDAED1]
	GetHandleVerifier [0x00007FF67E268B1D+3217341]
	GetHandleVerifier [0x00007FF67E2B5AE3+3532675]
	GetHandleVerifier [0x00007FF67E2AB0E0+3489152]
	GetHandleVerifier [0x00007FF67E00E776+750614]
	(No symbol) [0x00007FF67DEE375F]
	(No symbol) [0x00007FF67DEDEB14]
	(No symbol) [0x00007FF67DEDECA2]
	(No symbol) [0x00007FF67DECE16F]
	BaseThreadInitThunk [0x00007FFA6705257D+29]
	RtlUserThreadStart [0x00007FFA68E2AF28+40]
."
1,"Faltan datos de imdb para la peli: The Heritor id_imdb: tt11443294, error de tipo: Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""#__next > main > div > section.ipc-page-background.ipc-page-background--base.sc-c41b9732-0.NeSef > section > div:nth-child(5) > section > section > div.sc-491663c0-3.bdjVSf > div.sc-1f50b7c-0.PUxFE > ul > li:nth-child(2)""}
  (Session info: chrome=126.0.6478.126); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
	GetHandleVerifier [0x00007FF67DF5EEA2+31554]
	(No symbol) [0x00007FF67DED7ED9]
	(No symbol) [0x00007FF67DD9872A]
	(No symbol) [0x00007FF67DDE8434]
	(No symbol) [0x00007FF67DDE853C]
	(No symbol) [0x00007FF67DE2F6A7]
	(No symbol) [0x00007FF67DE0D06F]
	(No symbol) [0x00007FF67DE2C977]
	(No symbol) [0x00007FF67DE0CDD3]
	(No symbol) [0x00007FF67DDDA33B]
	(No symbol) [0x00007FF67DDDAED1]
	GetHandleVerifier [0x00007FF67E268B1D+3217341]
	GetHandleVerifier [0x00007FF67E2B5AE3+3532675]
	GetHandleVerifier [0x00007FF67E2AB0E0+3489152]
	GetHandleVerifier [0x00007FF67E00E776+750614]
	(No symbol) [0x00007FF67DEE375F]
	(No symbol) [0x00007FF67DEDEB14]
	(No symbol) [0x00007FF67DEDECA2]
	(No symbol) [0x00007FF67DECE16F]
	BaseThreadInitThunk [0x00007FFA6705257D+29]
	RtlUserThreadStart [0x00007FFA68E2AF28+40]
."
2,"No hay tomatometer para la peli Stambul Garden con id_imdb tt10526266, error de tipo: Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""#rso > div:nth-child(1) > div > div > div.kb0PBd.cvP2Ce.A9Y9g.jGGQ5e > div > div > span > a > h3""}
  (Session info: chrome=126.0.6478.126); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
	GetHandleVerifier [0x00007FF67DF5EEA2+31554]
	(No symbol) [0x00007FF67DED7ED9]
	(No symbol) [0x00007FF67DD9872A]
	(No symbol) [0x00007FF67DDE8434]
	(No symbol) [0x00007FF67DDE853C]
	(No symbol) [0x00007FF67DE2F6A7]
	(No symbol) [0x00007FF67DE0D06F]
	(No symbol) [0x00007FF67DE2C977]
	(No symbol) [0x00007FF67DE0CDD3]
	(No symbol) [0x00007FF67DDDA33B]
	(No symbol) [0x00007FF67DDDAED1]
	GetHandleVerifier [0x00007FF67E268B1D+3217341]
	GetHandleVerifier [0x00007FF67E2B5AE3+3532675]
	GetHandleVerifier [0x00007FF67E2AB0E0+3489152]
	GetHandleVerifier [0x00007FF67E00E776+750614]
	(No symbol) [0x00007FF67DEE375F]
	(No symbol) [0x00007FF67DEDEB14]
	(No symbol) [0x00007FF67DEDECA2]
	(No symbol) [0x00007FF67DECE16F]
	BaseThreadInitThunk [0x00007FFA6705257D+29]
	RtlUserThreadStart [0x00007FFA68E2AF28+40]
."
3,"Faltan datos de imdb para la peli: The Heritor id_imdb: tt11443294, error de tipo: Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""#__next > main > div > section.ipc-page-background.ipc-page-background--base.sc-c41b9732-0.NeSef > section > div:nth-child(5) > section > section > div.sc-491663c0-3.bdjVSf > div.sc-3a4309f8-0.bjXIAP.sc-1f50b7c-1.bfrqUc > div > div:nth-child(1) > a > span > div > div.sc-eb51e184-0.kFvAju > div.sc-eb51e184-2.czkfBq > span.sc-eb51e184-1.cxhhrI""}
  (Session info: chrome=126.0.6478.126); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
	GetHandleVerifier [0x00007FF67DF5EEA2+31554]
	(No symbol) [0x00007FF67DED7ED9]
	(No symbol) [0x00007FF67DD9872A]
	(No symbol) [0x00007FF67DDE8434]
	(No symbol) [0x00007FF67DDE853C]
	(No symbol) [0x00007FF67DE2F6A7]
	(No symbol) [0x00007FF67DE0D06F]
	(No symbol) [0x00007FF67DE2C977]
	(No symbol) [0x00007FF67DE0CDD3]
	(No symbol) [0x00007FF67DDDA33B]
	(No symbol) [0x00007FF67DDDAED1]
	GetHandleVerifier [0x00007FF67E268B1D+3217341]
	GetHandleVerifier [0x00007FF67E2B5AE3+3532675]
	GetHandleVerifier [0x00007FF67E2AB0E0+3489152]
	GetHandleVerifier [0x00007FF67E00E776+750614]
	(No symbol) [0x00007FF67DEE375F]
	(No symbol) [0x00007FF67DEDEB14]
	(No symbol) [0x00007FF67DEDECA2]
	(No symbol) [0x00007FF67DECE16F]
	BaseThreadInitThunk [0x00007FFA6705257D+29]
	RtlUserThreadStart [0x00007FFA68E2AF28+40]
."
4,"Faltan datos de imdb para la peli: The Heritor id_imdb: tt11443294, error de tipo: Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""#__next > main > div > section.ipc-page-background.ipc-page-background--base.sc-c41b9732-0.NeSef > section > div:nth-child(5) > section > section > div.sc-491663c0-4.gEsAEH > div.sc-491663c0-6.eQRCDK > div.sc-491663c0-10.emoxHI > section > div.sc-1f50b7c-3.ZYFjc > div > ul > li:nth-child(1) > div > ul > li > a""}
  (Session info: chrome=126.0.6478.126); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
	GetHandleVerifier [0x00007FF67DF5EEA2+31554]
	(No symbol) [0x00007FF67DED7ED9]
	(No symbol) [0x00007FF67DD9872A]
	(No symbol) [0x00007FF67DDE8434]
	(No symbol) [0x00007FF67DDE853C]
	(No symbol) [0x00007FF67DE2F6A7]
	(No symbol) [0x00007FF67DE0D06F]
	(No symbol) [0x00007FF67DE2C977]
	(No symbol) [0x00007FF67DE0CDD3]
	(No symbol) [0x00007FF67DDDA33B]
	(No symbol) [0x00007FF67DDDAED1]
	GetHandleVerifier [0x00007FF67E268B1D+3217341]
	GetHandleVerifier [0x00007FF67E2B5AE3+3532675]
	GetHandleVerifier [0x00007FF67E2AB0E0+3489152]
	GetHandleVerifier [0x00007FF67E00E776+750614]
	(No symbol) [0x00007FF67DEE375F]
	(No symbol) [0x00007FF67DEDEB14]
	(No symbol) [0x00007FF67DEDECA2]
	(No symbol) [0x00007FF67DECE16F]
	BaseThreadInitThunk [0x00007FFA6705257D+29]
	RtlUserThreadStart [0x00007FFA68E2AF28+40]
."
5,"Faltan datos de imdb para la peli: The Heritor id_imdb: tt11443294, error de tipo: Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""#__next > main > div > section.ipc-page-background.ipc-page-background--base.sc-c41b9732-0.NeSef > section > div:nth-child(5) > section > section > div.sc-491663c0-4.gEsAEH > div.sc-491663c0-6.eQRCDK > div.sc-491663c0-10.emoxHI > section > div.sc-1f50b7c-3.ZYFjc > div > ul > li:nth-child(2) > div > ul""}
  (Session info: chrome=126.0.6478.126); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
	GetHandleVerifier [0x00007FF67DF5EEA2+31554]
	(No symbol) [0x00007FF67DED7ED9]
	(No symbol) [0x00007FF67DD9872A]
	(No symbol) [0x00007FF67DDE8434]
	(No symbol) [0x00007FF67DDE853C]
	(No symbol) [0x00007FF67DE2F6A7]
	(No symbol) [0x00007FF67DE0D06F]
	(No symbol) [0x00007FF67DE2C977]
	(No symbol) [0x00007FF67DE0CDD3]
	(No symbol) [0x00007FF67DDDA33B]
	(No symbol) [0x00007FF67DDDAED1]
	GetHandleVerifier [0x00007FF67E268B1D+3217341]
	GetHandleVerifier [0x00007FF67E2B5AE3+3532675]
	GetHandleVerifier [0x00007FF67E2AB0E0+3489152]
	GetHandleVerifier [0x00007FF67E00E776+750614]
	(No symbol) [0x00007FF67DEE375F]
	(No symbol) [0x00007FF67DEDEB14]
	(No symbol) [0x00007FF67DEDECA2]
	(No symbol) [0x00007FF67DECE16F]
	BaseThreadInitThunk [0x00007FFA6705257D+29]
	RtlUserThreadStart [0x00007FFA68E2AF28+40]
."
6,"Faltan datos de imdb para la peli: The Heritor id_imdb: tt11443294, error de tipo: Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""#__next > main > div > section.ipc-page-background.ipc-page-background--base.sc-c41b9732-0.NeSef > section > div:nth-child(5) > section > section > div.sc-491663c0-4.gEsAEH > div.sc-491663c0-6.eQRCDK > div.sc-491663c0-10.emoxHI > section > p > span.sc-2d37a7c7-2.PeLXr""}
  (Session info: chrome=126.0.6478.126); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
	GetHandleVerifier [0x00007FF67DF5EEA2+31554]
	(No symbol) [0x00007FF67DED7ED9]
	(No symbol) [0x00007FF67DD9872A]
	(No symbol) [0x00007FF67DDE8434]
	(No symbol) [0x00007FF67DDE853C]
	(No symbol) [0x00007FF67DE2F6A7]
	(No symbol) [0x00007FF67DE0D06F]
	(No symbol) [0x00007FF67DE2C977]
	(No symbol) [0x00007FF67DE0CDD3]
	(No symbol) [0x00007FF67DDDA33B]
	(No symbol) [0x00007FF67DDDAED1]
	GetHandleVerifier [0x00007FF67E268B1D+3217341]
	GetHandleVerifier [0x00007FF67E2B5AE3+3532675]
	GetHandleVerifier [0x00007FF67E2AB0E0+3489152]
	GetHandleVerifier [0x00007FF67E00E776+750614]
	(No symbol) [0x00007FF67DEE375F]
	(No symbol) [0x00007FF67DEDEB14]
	(No symbol) [0x00007FF67DEDECA2]
	(No symbol) [0x00007FF67DECE16F]
	BaseThreadInitThunk [0x00007FFA6705257D+29]
	RtlUserThreadStart [0x00007FFA68E2AF28+40]
."
7,"Faltan datos de imdb para la peli: The Heritor id_imdb: tt11443294, error de tipo: Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""#__next > main > div > section.ipc-page-background.ipc-page-background--base.sc-c41b9732-0.NeSef > section > div:nth-child(5) > section > section > div.sc-491663c0-4.gEsAEH > div.sc-491663c0-6.eQRCDK > div.sc-491663c0-10.emoxHI > section > div.ipc-chip-list--baseAlt.ipc-chip-list.ipc-chip-list--nowrap.sc-2d37a7c7-4.kEPwNU > div.ipc-chip-list__scroller > a""}
  (Session info: chrome=126.0.6478.126); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
	GetHandleVerifier [0x00007FF67DF5EEA2+31554]
	(No symbol) [0x00007FF67DED7ED9]
	(No symbol) [0x00007FF67DD9872A]
	(No symbol) [0x00007FF67DDE8434]
	(No symbol) [0x00007FF67DDE853C]
	(No symbol) [0x00007FF67DE2F6A7]
	(No symbol) [0x00007FF67DE0D06F]
	(No symbol) [0x00007FF67DE2C977]
	(No symbol) [0x00007FF67DE0CDD3]
	(No symbol) [0x00007FF67DDDA33B]
	(No symbol) [0x00007FF67DDDAED1]
	GetHandleVerifier [0x00007FF67E268B1D+3217341]
	GetHandleVerifier [0x00007FF67E2B5AE3+3532675]
	GetHandleVerifier [0x00007FF67E2AB0E0+3489152]
	GetHandleVerifier [0x00007FF67E00E776+750614]
	(No symbol) [0x00007FF67DEE375F]
	(No symbol) [0x00007FF67DEDEB14]
	(No symbol) [0x00007FF67DEDECA2]
	(No symbol) [0x00007FF67DECE16F]
	BaseThreadInitThunk [0x00007FFA6705257D+29]
	RtlUserThreadStart [0x00007FFA68E2AF28+40]
."
8,"Faltan datos de imdb para la peli: The Heritor id_imdb: tt11443294, error de tipo: Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""#__next > main > div > section.ipc-page-background.ipc-page-background--base.sc-c41b9732-0.NeSef > section > div:nth-child(5) > section > section > div.sc-491663c0-3.bdjVSf > div.sc-1f50b7c-0.PUxFE > ul > li:nth-child(2)""}
  (Session info: chrome=126.0.6478.126); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
	GetHandleVerifier [0x00007FF67DF5EEA2+31554]
	(No symbol) [0x00007FF67DED7ED9]
	(No symbol) [0x00007FF67DD9872A]
	(No symbol) [0x00007FF67DDE8434]
	(No symbol) [0x00007FF67DDE853C]
	(No symbol) [0x00007FF67DE2F6A7]
	(No symbol) [0x00007FF67DE0D06F]
	(No symbol) [0x00007FF67DE2C977]
	(No symbol) [0x00007FF67DE0CDD3]
	(No symbol) [0x00007FF67DDDA33B]
	(No symbol) [0x00007FF67DDDAED1]
	GetHandleVerifier [0x00007FF67E268B1D+3217341]
	GetHandleVerifier [0x00007FF67E2B5AE3+3532675]
	GetHandleVerifier [0x00007FF67E2AB0E0+3489152]
	GetHandleVerifier [0x00007FF67E00E776+750614]
	(No symbol) [0x00007FF67DEE375F]
	(No symbol) [0x00007FF67DEDEB14]
	(No symbol) [0x00007FF67DEDECA2]
	(No symbol) [0x00007FF67DECE16F]
	BaseThreadInitThunk [0x00007FFA6705257D+29]
	RtlUserThreadStart [0x00007FFA68E2AF28+40]
."
9,"No hay tomatometer para la peli Rachel in the Dark Room con id_imdb tt10533540, error de tipo: Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""#rso > div:nth-child(1) > div > div > div.kb0PBd.cvP2Ce.A9Y9g.jGGQ5e > div > div > span > a > h3""}
  (Session info: chrome=126.0.6478.126); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
	GetHandleVerifier [0x00007FF67DF5EEA2+31554]
	(No symbol) [0x00007FF67DED7ED9]
	(No symbol) [0x00007FF67DD9872A]
	(No symbol) [0x00007FF67DDE8434]
	(No symbol) [0x00007FF67DDE853C]
	(No symbol) [0x00007FF67DE2F6A7]
	(No symbol) [0x00007FF67DE0D06F]
	(No symbol) [0x00007FF67DE2C977]
	(No symbol) [0x00007FF67DE0CDD3]
	(No symbol) [0x00007FF67DDDA33B]
	(No symbol) [0x00007FF67DDDAED1]
	GetHandleVerifier [0x00007FF67E268B1D+3217341]
	GetHandleVerifier [0x00007FF67E2B5AE3+3532675]
	GetHandleVerifier [0x00007FF67E2AB0E0+3489152]
	GetHandleVerifier [0x00007FF67E00E776+750614]
	(No symbol) [0x00007FF67DEE375F]
	(No symbol) [0x00007FF67DEDEB14]
	(No symbol) [0x00007FF67DEDECA2]
	(No symbol) [0x00007FF67DECE16F]
	BaseThreadInitThunk [0x00007FFA6705257D+29]
	RtlUserThreadStart [0x00007FFA68E2AF28+40]
."
